sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,1861,63.66746493328772,1931534.75
BS,Masculino,1055,36.09305508039685,1176894.41
BS,Outro,6,0.20526855969893945,5207.5599999999995
BS,Nao Informado,1,0.034211426616489904,185.34
CS,Feminino,1764,70.22292993630573,2389458.98
CS,Masculino,747,29.737261146496813,1042632.73
CS,Outro,1,0.039808917197452234,105.5
NK,Masculino,779,30.912698412698415,879102.76
NK,Feminino,1738,68.96825396825396,1722959.6400000001
NK,Outro,3,0.11904761904761905,1631.5400000000002
GS,Feminino,843,64.30205949656751,619899.31
GS,Masculino,467,35.621662852784134,389601.99
GS,Nao Informado,1,0.07627765064836003,354.16
NR,Nao Informado,2,0.06114338122898196,202.5
NR,Feminino,2147,65.63741974931213,1984490.9300000002
NR,Masculino,1120,34.2402934882299,1149188.76
NR,Outro,2,0.06114338122898196,1338.5
NS,Feminino,1023,65.70327552986512,798109.23
NS,Masculino,533,34.232498394348106,490439.99
NS,Outro,1,0.06422607578676942,459.97
