faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),34,147559.41,4339.982647058823,2.4495677233429394
25-39 (Millennials),422,1715718.06,4065.6826066350714,30.403458213256485
40-54 (Gen X),688,3005804.34,4368.901656976744,49.56772334293948
55-69 (Boomers),213,961304.87,4513.168403755869,15.345821325648416
70+ (Silent),29,199391.23,6875.559655172414,2.089337175792507
Nao Informado,2,9891.43,4945.715,0.1440922190201729
