shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,9104,2923,3113822.06,1065.2829490249744,42.597945205479455,2147.3740000000007,293
Continente Shopping,CS,6879,2512,3432197.21,1366.3205453821656,43.292595541401276,2865.4170000000004,252
Neumarkt Shopping,NK,7242,2520,2603693.94,1033.2118809523809,44.426587301587304,2156.0669999999996,252
Garten Shopping,GS,3334,1311,1009855.4600000001,770.2940198321892,41.01832061068702,1623.53,132
Norte Shopping,NR,8996,3271,3135220.69,958.4899694283093,42.01529519730804,1948.59,328
Nações Shopping,NS,3957,1557,1289009.19,827.8800192678227,40.83108542068079,1711.8640000000005,156
