loja,valor,clientes
Renner,192737.38,430
Luz da Lua,114135.79,129
Vivara,108047.59,63
C&A,102714.31,299
Samsung,99784.43000000001,29
Riachuelo,97252.81,266
FATIMA ESPORTES,90373.57,123
Centauro,70609.46,164
Empório Du Homem,54545.8,27
Arezzo,53537.24,81
Békko,51407.92,42
Youcom,45949.68,103
Cassol Centerlar,44739.77,93
Beagle,42959.83,71
Damyller,39233.0,46
Pittol,39071.33,131
Tokaia,38410.0,17
Colcci,36902.3,19
Cobasi,33454.12,192
Gisdany,30712.41,35
