faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),259176.48,111036.7,0.0,0.0
Gen X (1965-1980),1065251.57,508909.56,0.0,375.75
Gen Z (1997-2012),322823.36,147708.71,958.1999999999999,2875.88
Millennials (1981-1996),1640268.73,890957.78,1146.54,1221.13
Nao Informado,0.0,256.6,0.0,0.0
Silent (antes 1946),2178.7,4235.1,0.0,0.0
