sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,601,65.39717083786725,489478.33
BS,Masculino,314,34.16757344940152,269616.99
BS,Outro,4,0.4352557127312296,1137.18
CS,Feminino,725,75.75757575757575,837967.8200000001
CS,Masculino,231,24.137931034482758,292764.67
CS,Nao Informado,1,0.10449320794148381,129.4
NK,Feminino,661,67.44897959183673,586175.1499999999
NK,Masculino,316,32.244897959183675,313110.08999999997
NK,Nao Informado,1,0.10204081632653061,1146.54
NK,Outro,2,0.20408163265306123,1425.7800000000002
GS,Feminino,316,57.87545787545788,200173.78999999998
GS,Masculino,229,41.94139194139194,213332.06
GS,Outro,1,0.18315018315018314,1850.0
NR,Masculino,422,30.557566980448954,417060.24
NR,Feminino,957,69.29761042722666,891982.77
NR,Outro,1,0.0724112961622013,59.8
NR,Nao Informado,1,0.0724112961622013,828.8
NS,Feminino,401,68.31345826235093,283920.98
NS,Masculino,186,31.686541737649065,157220.4
