sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),129,14.036996735582155,84738.62000000001
BS,Gen X (1965-1980),282,30.68552774755169,214832.91
BS,Millennials (1981-1996),454,49.40152339499456,397186.19
BS,Boomers (1946-1964),54,5.8759521218716,63474.78
CS,Gen X (1965-1980),300,31.347962382445143,366595.70999999996
CS,Gen Z (1997-2012),97,10.13584117032393,101116.68
CS,Millennials (1981-1996),499,52.14211076280042,601636.8099999999
CS,Boomers (1946-1964),61,6.374085684430512,61512.69
NK,Gen Z (1997-2012),96,9.795918367346939,72139.58
NK,Millennials (1981-1996),473,48.26530612244898,380604.56999999995
NK,Boomers (1946-1964),84,8.571428571428571,102484.70999999999
NK,Gen X (1965-1980),325,33.16326530612245,342167.82
NK,Silent (antes 1946),2,0.20408163265306123,4460.88
GS,Gen Z (1997-2012),76,13.91941391941392,45987.240000000005
GS,Millennials (1981-1996),301,55.12820512820513,214635.46999999997
GS,Gen X (1965-1980),143,26.190476190476193,130870.23
GS,Boomers (1946-1964),24,4.395604395604396,23262.32
GS,Silent (antes 1946),1,0.18315018315018314,389.99
GS,Nao Informado,1,0.18315018315018314,210.6
NR,Gen X (1965-1980),406,29.39898624185373,382813.82999999996
NR,Millennials (1981-1996),718,51.99131064446053,702856.37
NR,Gen Z (1997-2012),178,12.889210716871832,131181.74
NR,Nao Informado,1,0.0724112961622013,46.0
NR,Boomers (1946-1964),75,5.430847212165098,91699.13
NR,Silent (antes 1946),3,0.2172338884866039,1334.54
NS,Gen X (1965-1980),135,22.998296422487225,137256.38
NS,Millennials (1981-1996),340,57.921635434412266,236674.77
NS,Gen Z (1997-2012),86,14.65076660988075,39202.29
NS,Boomers (1946-1964),25,4.258943781942079,27779.550000000003
NS,Silent (antes 1946),1,0.17035775127768313,228.39
