faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),43,191539.92,4454.416744186047,8.190476190476192
Gen X (1965-1980),176,666539.61,3787.156875,33.523809523809526
Gen Z (1997-2012),45,179168.65,3981.5255555555555,8.571428571428571
Millennials (1981-1996),260,1048087.66,4031.1063846153847,49.523809523809526
Silent (antes 1946),1,3491.75,3491.75,0.19047619047619047
