faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),31,23324.79,2.1954674220963173
Gen X (1965-1980),260,234810.82,18.413597733711047
Gen Z (1997-2012),344,239149.14,24.362606232294617
Millennials (1981-1996),772,507399.42,54.6742209631728
Nao Informado,5,4527.1,0.3541076487252125
