dia_semana,valor,transacoes
Domingo,3212268.44,10665
Quarta,2897802.17,9419
Quinta,2294089.42,6846
Sabado,2937915.14,10001
Segunda,3933477.4,12083
Sexta,2845901.06,8204
Terca,3774932.26,11565
