genero,qtd_clientes,valor_total,pct_clientes
Feminino,3243,3350822.3,66.23774509803921
Masculino,1648,1849189.05,33.66013071895425
Nao Informado,2,202.5,0.04084967320261438
Outro,3,1952.05,0.061274509803921566
