loja,valor,clientes
Havan,200739.59,469
Samsung,143590.23,45
Renner,113024.46,344
Centauro,102643.31,246
Pittol,93831.26,268
Atacadão,84234.2,294
Magazine Luiza,82514.33,34
Riachuelo,77535.64,235
Motorola,59459.22,33
Casas Bahia,54566.06,38
Cia do Terno,48087.61,71
Idéli.oui,48013.25,113
Polo Wear,38955.53,139
Cobasi,37266.17,250
Paquetá,33068.53,91
Natura,31465.95,172
Tim,29156.0,16
O Boticário,28542.29,116
Lojas Americanas,26738.81,167
Vivara,26081.4,28
