perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,1798,34912778.39,19417.56306451613,5.333147942157953,69.1,95.2
Premium,331,1218505.31,3681.2849244712993,3.1268882175226587,12.72,3.32
Potencial,253,450416.25,1780.3013833992095,2.8102766798418974,9.72,1.23
Pontual,220,92552.45,420.69295454545454,2.1545454545454548,8.46,0.25
