shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,499,666785.43,2.969939879759519,2.8617234468937878,3.4268537074148298,9.258517034068136,1336.243346693387,92,262755.56,2856.038695652174,152,298805.83999999997,1965.827894736842,139,82591.54,594.1837410071942,116,22632.49,195.10767241379313,29.38
Neumarkt Shopping,524,472109.39,3.2251908396946565,3.3244274809160306,3.185114503816794,9.73473282442748,900.9721183206107,126,236594.32,1877.7326984126985,159,163218.54,1026.5316981132075,134,58106.23,433.62858208955225,105,14190.3,135.1457142857143,20.8
Continente Shopping,616,422408.62,2.9724025974025974,3.1136363636363638,2.8181818181818183,8.904220779220779,685.7282792207792,103,188572.56,1830.8015533980583,164,123417.04,752.5429268292683,186,90616.45,487.18521505376344,163,19802.57,121.48815950920245,18.61
Garten Shopping,467,417987.04,2.8950749464668095,2.925053533190578,2.9293361884368307,8.749464668094218,895.0471948608136,71,132098.57,1860.5432394366198,128,193500.94,1511.72609375,139,72680.14,522.8787050359712,129,19707.39,152.77046511627907,18.41
Nações Shopping,301,186532.26,2.9335548172757475,2.6744186046511627,2.707641196013289,8.315614617940199,619.7085049833887,38,81410.74,2142.387894736842,71,54432.76,766.6585915492958,93,36973.92,397.5690322580645,99,13714.84,138.53373737373738,8.22
Norte Shopping,195,104019.59,2.9128205128205127,2.805128205128205,2.605128205128205,8.323076923076924,533.4337948717948,27,40767.44,1509.9051851851852,45,38047.18,845.4928888888888,53,16068.31,303.1756603773585,70,9136.66,130.52371428571428,4.58
