quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,2.0,1.0,123.908,Global
40%,8.0,2.0,291.54800000000006,Global
60%,15.0,4.0,582.928,Global
80%,23.0,7.0,1167.5660000000003,Global
