quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,2.0,1.0,156.31,Global
40%,8.0,2.0,353.48,Global
60%,15.0,4.0,619.95,Global
80%,22.0,7.0,1185.7,Global
