perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Zara;835183,43;30,74;1369;953
Premium;Balneário Shopping;Feminino;2;Renner;441582,27;16,25;1319;870
Premium;Balneário Shopping;Feminino;3;Sephora;317780,49;11,7;620;495
Premium;Balneário Shopping;Feminino;4;Centauro;203037,93;7,47;477;390
Premium;Balneário Shopping;Feminino;5;.;186027,57;6,85;260;230
Premium;Balneário Shopping;Feminino;6;C&A;183848,23;6,77;576;432
Premium;Balneário Shopping;Feminino;7;Riachuelo;147208,65;5,42;457;351
Premium;Balneário Shopping;Feminino;8;Paris Cosméticos;139122,06;5,12;304;256
Premium;Balneário Shopping;Feminino;9;Superlegal Brinquedos;138673,66;5,1;431;332
Premium;Balneário Shopping;Feminino;10;Vivara;124263,8;4,57;78;74
Premium;Balneário Shopping;Masculino;1;Zara;353730,64;29,16;478;343
Premium;Balneário Shopping;Masculino;2;Vivara;142658,52;11,76;64;56
Premium;Balneário Shopping;Masculino;3;Centauro;131864,36000000002;10,87;254;211
Premium;Balneário Shopping;Masculino;4;.;129261,94;10,65;151;128
Premium;Balneário Shopping;Masculino;5;Renner;103179,99;8,5;279;205
Premium;Balneário Shopping;Masculino;6;iPlace Mobile;85764,43;7,07;38;36
Premium;Balneário Shopping;Masculino;7;Magazine Luiza;69978,97;5,77;27;25
Premium;Balneário Shopping;Masculino;8;Brooksfield;69568,62;5,73;52;48
Premium;Balneário Shopping;Masculino;9;Sephora;69563,52;5,73;105;85
Premium;Balneário Shopping;Masculino;10;Life Vivara;57646,5;4,75;53;50
Premium;Continente Shopping;Feminino;1;Renner;274436,22000000003;19,46;881;626
Premium;Continente Shopping;Feminino;2;Magazine Luiza;212141,39;15,04;86;75
Premium;Continente Shopping;Feminino;3;Nike Unite;173696,19;12,32;386;292
Premium;Continente Shopping;Feminino;4;C&A;149300,15;10,59;539;397
Premium;Continente Shopping;Feminino;5;Centauro;143406,08000000002;10,17;339;276
