perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,16308,194794991.05,11944.750493622763,10.55009811135639,16.3,61.1
Premium,16521,58459591.77,3538.5020138006175,6.005931844319351,16.51,18.34
Potencial,28011,45505213.69,1624.5479879333118,4.091214165863411,27.99,14.27
Pontual,39218,20028054.12,510.6852496302718,2.2649038706716302,39.2,6.28
