shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,27241,59005266.4,2166.046268492346,5637,33571207.12,5955.509512151853,4818,11227622.88,2330.349290161893,7471,9534523.85,1276.204504082452,9315,4671912.55,501.54724100912506,8168,43240852.79,5293.933985063663,6487,9219898.88,1421.2885586557732,6258,4582724.54,732.2985842122084,6328,1961790.19,310.0174130847029,4243,36.03
Neumarkt Shopping,17626,31209981.69,1770.6786389424715,3685,16991472.49,4610.983036635006,3228,6063164.44,1878.3037298636928,4839,5489895.82,1134.510398842736,5874,2665448.94,453.77067415730335,4373,20820754.51,4761.2061536702495,4180,5930761.17,1418.842385167464,4106,2999010.86,730.3971894788115,4967,1459455.15,293.8303100463056,2037,19.06
Garten Shopping,19741,29384318.04,1488.4918717390203,2810,13019755.84,4633.3650676156585,3115,6010940.0200000005,1929.6757688603532,5771,6610670.33,1145.4982377404262,8045,3742951.85,465.2519390926041,3744,17173558.25,4586.954660790599,4700,6603019.83,1404.8978361702127,5206,3788707.07,727.7577929312332,6091,1819032.8900000001,298.64273354129045,1459,17.94
Continente Shopping,19322,26362972.55,1364.4018502225442,2504,9731050.74,3886.202372204473,3055,6156923.18,2015.3594697217675,5766,6711012.0200000005,1163.893864030524,7997,3763986.61,470.6748293109916,3590,14430147.96,4019.53982172702,4525,6353010.04,1403.9801193370165,5175,3787180.92,731.8224,6032,1792633.6300000001,297.1872728779841,1420,16.1
Norte Shopping,9728,11385213.8,1170.355037006579,996,3722932.42,3737.883955823293,1477,2896859.69,1961.3132633716993,2546,2777746.68,1091.0238334642577,4709,1987675.01,422.101297515396,1466,5850246.41,3990.6182878581176,1903,2669895.87,1402.9931003678403,2507,1801923.97,718.7570682090147,3852,1063147.55,275.99884475597094,585,6.95
Nações Shopping,6400,6429361.31,1004.5877046874999,676,2157102.96,3190.9807100591715,828,1339798.85,1618.1145531400966,1618,1616928.45,999.3377317676143,3278,1315531.05,401.32124771201956,744,2981805.43,4007.802997311828,1107,1533968.74,1385.6989521228545,1611,1160723.91,720.4990130353817,2938,752863.23,256.25024846834583,262,3.93
