perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,22085,104497365.35,4731.599064976228,9.668145800316957,22.07,63.8
Premium,22902,32310554.53,1410.8180303030304,5.202864378656886,22.89,19.73
Potencial,24863,18120271.27,728.8047005590637,3.305554438322005,24.85,11.06
Pontual,30208,8848922.64,292.93308527542376,1.9807997881355932,30.19,5.4
