quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,5.0,1.0,369.97,Global
40%,10.0,2.0,668.9780000000001,Global
60%,17.0,4.0,1139.0,Global
80%,31.0,7.0,2179.2000000000016,Global
