shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,1782666.11,40.69,5931,4403
Balneário Shopping,Pontual,2,Beleza e Bem-estar,583182.67,13.31,2519,2096
Balneário Shopping,Pontual,3,Gastronomia,506190.22,11.55,4173,2610
Balneário Shopping,Pontual,4,Calçados,470647.6,10.74,1696,1539
Balneário Shopping,Pontual,5,Infantil,255747.85,5.84,1033,893
Balneário Shopping,Pontual,6,Esportes,240896.57,5.5,762,707
Balneário Shopping,Pontual,7,Presentes e Acessórios,167276.39,3.82,784,708
Balneário Shopping,Pontual,8,Joalheria,157747.34,3.6,319,306
Balneário Shopping,Pontual,9,Moda Feminina,117812.38,2.69,346,317
Balneário Shopping,Pontual,10,Ótica,99002.75,2.26,202,193
Balneário Shopping,Potencial,1,Moda,4072246.82,45.92,9386,5126
Balneário Shopping,Potencial,2,Beleza e Bem-estar,1047565.89,11.81,3391,2324
Balneário Shopping,Potencial,3,Calçados,871670.15,9.83,2302,1873
Balneário Shopping,Potencial,4,Gastronomia,602714.48,6.8,4715,2450
Balneário Shopping,Potencial,5,Esportes,516257.52,5.82,1209,1019
Balneário Shopping,Potencial,6,Infantil,428518.9,4.83,1426,1094
Balneário Shopping,Potencial,7,Joalheria,426792.92,4.81,515,469
Balneário Shopping,Potencial,8,Ótica,304681.5,3.44,337,323
Balneário Shopping,Potencial,9,Moda Feminina,301190.02999999997,3.4,470,404
Balneário Shopping,Potencial,10,Presentes e Acessórios,296413.65,3.34,1050,894
Balneário Shopping,Premium,1,Moda,4461686.34,44.5,8340,3632
Balneário Shopping,Premium,2,Beleza e Bem-estar,1226927.87,12.24,3141,1917
Balneário Shopping,Premium,3,Calçados,873448.83,8.71,1918,1429
Balneário Shopping,Premium,4,Joalheria,764530.87,7.62,576,492
Balneário Shopping,Premium,5,Gastronomia,561224.78,5.6,4261,1946
Balneário Shopping,Premium,6,Moda Feminina,509369.17,5.08,524,449
Balneário Shopping,Premium,7,Esportes,441263.92,4.4,925,732
Balneário Shopping,Premium,8,Infantil,423037.05,4.22,1288,912
Balneário Shopping,Premium,9,Ótica,409991.28,4.09,330,291
Balneário Shopping,Premium,10,Casa e Decoração,355642.57,3.55,561,422
Balneário Shopping,VIP,1,Moda,11420303.18,36.79,15807,4884
Balneário Shopping,VIP,2,Joalheria,5582028.82,17.98,1461,1070
Balneário Shopping,VIP,3,Beleza e Bem-estar,3245092.72,10.45,6614,3147
Balneário Shopping,VIP,4,Eletrônicos,2101768.22,6.77,596,472
Balneário Shopping,VIP,5,Moda Feminina,2023203.12,6.52,1416,976
Balneário Shopping,VIP,6,Calçados,1852231.13,5.97,3250,2143
Balneário Shopping,VIP,7,Casa e Decoração,1409372.04,4.54,1477,938
Balneário Shopping,VIP,8,Gastronomia,1394498.59,4.49,10101,3121
Balneário Shopping,VIP,9,Infantil,1074104.35,3.46,2880,1667
Balneário Shopping,VIP,10,Ótica,938791.11,3.02,496,405
Continente Shopping,Pontual,1,Moda,1660642.23,48.12,6115,4330
Continente Shopping,Pontual,2,Gastronomia,427836.73,12.4,5261,2649
Continente Shopping,Pontual,3,Calçados,417576.67,12.1,1554,1390
Continente Shopping,Pontual,4,Esportes,307497.23,8.91,1236,1075
Continente Shopping,Pontual,5,Beleza e Bem-estar,227203.62,6.58,1227,1054
Continente Shopping,Pontual,6,Eletrodomésticos,111161.89,3.22,718,580
Continente Shopping,Pontual,7,Presentes e Acessórios,88692.49,2.57,408,364
Continente Shopping,Pontual,8,Joalheria,77415.86,2.24,186,175
Continente Shopping,Pontual,9,Ótica,72995.43,2.11,135,129
Continente Shopping,Pontual,10,Infantil,60370.1,1.75,295,282
Continente Shopping,Potencial,1,Moda,2979304.27,49.42,8210,4112
Continente Shopping,Potencial,2,Calçados,627756.54,10.41,1924,1509
Continente Shopping,Potencial,3,Gastronomia,504275.11,8.36,6184,2347
Continente Shopping,Potencial,4,Esportes,500279.81,8.3,1521,1176
Continente Shopping,Potencial,5,Beleza e Bem-estar,390879.11,6.48,1666,1211
Continente Shopping,Potencial,6,Ótica,274184.75,4.55,289,268
Continente Shopping,Potencial,7,Eletrodomésticos,258393.06,4.29,944,601
Continente Shopping,Potencial,8,Joalheria,239988.57,3.98,322,288
Continente Shopping,Potencial,9,Presentes e Acessórios,128094.99,2.12,518,421
Continente Shopping,Potencial,10,Telefonia,125838.41,2.09,90,81
Continente Shopping,Premium,1,Moda,2264557.61,41.26,5702,2261
Continente Shopping,Premium,2,Eletrodomésticos,506489.91000000003,9.23,813,499
Continente Shopping,Premium,3,Gastronomia,465256.23,8.48,5854,1607
Continente Shopping,Premium,4,Calçados,419429.35,7.64,1288,928
Continente Shopping,Premium,5,Esportes,400262.82,7.29,1067,777
Continente Shopping,Premium,6,Ótica,347873.4,6.34,244,210
Continente Shopping,Premium,7,Joalheria,346638.8,6.32,274,238
Continente Shopping,Premium,8,Beleza e Bem-estar,343741.12,6.26,1273,848
Continente Shopping,Premium,9,Telefonia,261816.16,4.77,101,93
Continente Shopping,Premium,10,Moda Feminina,131796.31,2.4,203,154
Continente Shopping,VIP,1,Moda,2684650.22,31.49,6547,1941
Continente Shopping,VIP,2,Joalheria,1231927.95,14.45,441,317
Continente Shopping,VIP,3,Telefonia,1037340.68,12.17,273,183
Continente Shopping,VIP,4,Gastronomia,773451.25,9.07,9923,1616
Continente Shopping,VIP,5,Eletrodomésticos,688396.59,8.07,1242,572
Continente Shopping,VIP,6,Calçados,490556.56,5.75,1552,938
Continente Shopping,VIP,7,Ótica,474832.28,5.57,264,195
Continente Shopping,VIP,8,Beleza e Bem-estar,423483.43,4.97,1686,911
Continente Shopping,VIP,9,Esportes,365567.63,4.29,1088,720
Continente Shopping,VIP,10,Eletrônicos,354837.98,4.16,223,156
Garten Shopping,Pontual,1,Moda,1605722.64,47.0,6232,4364
Garten Shopping,Pontual,2,Calçados,483718.86,14.16,1821,1626
Garten Shopping,Pontual,3,Gastronomia,290397.72,8.5,3199,1909
Garten Shopping,Pontual,4,Esportes,213557.34,6.25,742,695
Garten Shopping,Pontual,5,Beleza e Bem-estar,192025.92,5.62,1125,945
Garten Shopping,Pontual,6,Presentes e Acessórios,184734.99,5.41,794,731
Garten Shopping,Pontual,7,Casa e Decoração,141682.8,4.15,683,615
Garten Shopping,Pontual,8,Infantil,130698.8,3.83,659,566
Garten Shopping,Pontual,9,Joalheria,96022.37,2.81,223,215
Garten Shopping,Pontual,10,Farmácias,77830.98,2.28,513,445
Garten Shopping,Potencial,1,Moda,2852990.42,47.64,7948,4028
Garten Shopping,Potencial,2,Calçados,806376.23,13.46,2435,1859
Garten Shopping,Potencial,3,Beleza e Bem-estar,415802.39,6.94,1656,1238
Garten Shopping,Potencial,4,Esportes,347961.43,5.81,949,820
Garten Shopping,Potencial,5,Gastronomia,345516.09,5.77,3758,1757
Garten Shopping,Potencial,6,Joalheria,288504.33,4.82,403,356
Garten Shopping,Potencial,7,Casa e Decoração,266518.37,4.45,881,717
Garten Shopping,Potencial,8,Presentes e Acessórios,245660.43,4.1,913,769
Garten Shopping,Potencial,9,Infantil,236323.78,3.95,976,761
Garten Shopping,Potencial,10,Moda Feminina,183421.91,3.06,398,340
Garten Shopping,Premium,1,Moda,2290685.91,44.98,5838,2369
Garten Shopping,Premium,2,Calçados,608869.57,11.96,1726,1186
Garten Shopping,Premium,3,Joalheria,424956.59,8.35,386,326
Garten Shopping,Premium,4,Beleza e Bem-estar,381356.71,7.49,1393,960
Garten Shopping,Premium,5,Gastronomia,336881.51,6.62,3443,1334
Garten Shopping,Premium,6,Esportes,250984.33000000002,4.93,680,547
Garten Shopping,Premium,7,Infantil,236449.05000000002,4.64,885,635
Garten Shopping,Premium,8,Casa e Decoração,199656.02,3.92,616,443
Garten Shopping,Premium,9,Presentes e Acessórios,181546.34,3.57,676,519
Garten Shopping,Premium,10,Moda Feminina,180818.32,3.55,353,293
Garten Shopping,VIP,1,Moda,3729833.54,33.52,7385,2247
Garten Shopping,VIP,2,Joalheria,3151662.82,28.33,647,491
Garten Shopping,VIP,3,Calçados,817724.86,7.35,2125,1286
Garten Shopping,VIP,4,Serviços,718120.14,6.45,568,325
Garten Shopping,VIP,5,Gastronomia,643681.8,5.79,6566,1571
Garten Shopping,VIP,6,Beleza e Bem-estar,619378.86,5.57,1892,1104
Garten Shopping,VIP,7,Moda Feminina,435023.68,3.91,625,432
Garten Shopping,VIP,8,Eletrônicos,382210.82,3.44,174,154
Garten Shopping,VIP,9,Infantil,325619.49,2.93,1206,748
Garten Shopping,VIP,10,Casa e Decoração,303143.69,2.72,871,537
Nações Shopping,Pontual,1,Moda,508111.54,43.41,1967,1432
Nações Shopping,Pontual,2,Gastronomia,144576.38,12.35,1777,991
Nações Shopping,Pontual,3,Esportes,121225.17,10.36,348,320
Nações Shopping,Pontual,4,Calçados,102466.92,8.75,429,389
Nações Shopping,Pontual,5,Beleza e Bem-estar,99611.91,8.51,530,472
Nações Shopping,Pontual,6,Casa e Decoração,60576.71,5.17,301,252
