genero,qtd_clientes,valor_total,pct_clientes
Feminino,957,891982.77,69.29761042722666
Masculino,422,417060.24,30.557566980448954
Nao Informado,1,828.8,0.0724112961622013
Outro,1,59.8,0.0724112961622013
