faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),75,91699.13,5.430847212165098
Gen X (1965-1980),406,382813.83,29.39898624185373
Gen Z (1997-2012),178,131181.74,12.889210716871832
Millennials (1981-1996),718,702856.37,51.99131064446053
Nao Informado,1,46.0,0.0724112961622013
Silent (antes 1946),3,1334.54,0.2172338884866039
