perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
VIP;Balneário Shopping;Feminino;1;Zara;5357709,19;10,91;8427;2626
VIP;Balneário Shopping;Feminino;2;Vivara;3156401,35;6,42;655;476
VIP;Balneário Shopping;Feminino;3;Sephora;2156174,87;4,39;3548;1615
VIP;Balneário Shopping;Feminino;4;Renner;1733133,43;3,53;5095;1672
VIP;Balneário Shopping;Feminino;5;iPlace Mobile;1255511,76;2,56;305;235
VIP;Balneário Shopping;Feminino;6;LE LIS BLANC DEUX;844486,32;1,72;616;405
VIP;Balneário Shopping;Feminino;7;Centauro;781211,25;1,59;1856;1064
VIP;Balneário Shopping;Feminino;8;Shoulder;667225,03;1,36;668;414
VIP;Balneário Shopping;Feminino;9;C&A;600157,01;1,22;1938;871
VIP;Balneário Shopping;Feminino;10;Superlegal Brinquedos;587003,63;1,19;2103;976
VIP;Balneário Shopping;Masculino;1;Vivara;2315225,91;12,81;424;322
VIP;Balneário Shopping;Masculino;2;Zara;1164016,4;6,44;1695;618
VIP;Balneário Shopping;Masculino;3;iPlace Mobile;922321,12;5,1;195;142
VIP;Balneário Shopping;Masculino;4;Padrão;701063,26;3,88;210;152
VIP;Balneário Shopping;Masculino;5;BOSS;548391,33;3,04;158;116
VIP;Balneário Shopping;Masculino;6;Brooksfield;526792,32;2,92;179;136
VIP;Balneário Shopping;Masculino;7;Kulkes;456914,0;2,53;17;15
VIP;Balneário Shopping;Masculino;8;Vivo;400244,75;2,22;88;48
VIP;Balneário Shopping;Masculino;9;Samsung;372304,02;2,06;68;56
VIP;Balneário Shopping;Masculino;10;Sephora;306073,59;1,69;393;221
VIP;Continente Shopping;Feminino;1;Vivara;1091265,66;6,24;236;173
VIP;Continente Shopping;Feminino;2;Renner;959280,89;5,49;3368;959
VIP;Continente Shopping;Feminino;3;Vivo;779963,1;4,46;214;88
VIP;Continente Shopping;Feminino;4;Nike Unite;555071,58;3,17;1280;563
VIP;Continente Shopping;Feminino;5;C&A;476866,79;2,73;1773;636
VIP;Continente Shopping;Feminino;6;Magazine Luiza;456603,21;2,61;157;123
VIP;Continente Shopping;Feminino;7;iPlace Mobile;439067,67;2,51;114;81
VIP;Continente Shopping;Feminino;8;Samsung;414096,95;2,37;90;63
VIP;Continente Shopping;Feminino;9;Claro;401065,6;2,29;100;69
VIP;Continente Shopping;Feminino;10;Riachuelo;399771,42;2,29;1616;652
VIP;Continente Shopping;Masculino;1;Vivara;1599591,08;17,21;245;185
VIP;Continente Shopping;Masculino;2;Vivo;648237,15;6,97;186;90
VIP;Continente Shopping;Masculino;3;Claro;602665,24;6,48;130;91
VIP;Continente Shopping;Masculino;4;Magazine Luiza;454732,7;4,89;156;83
VIP;Continente Shopping;Masculino;5;iPlace Mobile;441031,36;4,74;87;63
VIP;Continente Shopping;Masculino;6;Brooksfield;406207,13;4,37;163;111
VIP;Continente Shopping;Masculino;7;Samsung;274038,28;2,95;48;37
VIP;Continente Shopping;Masculino;8;Nike Unite;250064,44;2,69;466;234
VIP;Continente Shopping;Masculino;9;Renner;217650,99;2,34;621;254
VIP;Continente Shopping;Masculino;10;Empório Du Homem;209461,77;2,25;182;102
VIP;Garten Shopping;Feminino;1;Renner;1076865,74;5,67;3864;1010
VIP;Garten Shopping;Feminino;2;Vivara;1020052,39;5,37;322;234
VIP;Garten Shopping;Feminino;3;CVC;1007511,76;5,31;84;73
VIP;Garten Shopping;Feminino;4;Le Lis Blanc;759068,93;4,0;510;241
VIP;Garten Shopping;Feminino;5;Bergerson;617881,23;3,25;35;26
VIP;Garten Shopping;Feminino;6;IPLACE MOBILE;596960,1;3,14;163;129
VIP;Garten Shopping;Feminino;7;Riachuelo;518898,89;2,73;1996;735
VIP;Garten Shopping;Feminino;8;Shoulder;485351,05;2,56;537;281
VIP;Garten Shopping;Feminino;9;Havan;462553,17;2,44;1835;611
VIP;Garten Shopping;Feminino;10;Idéli Oui;456908,77;2,41;727;422
VIP;Garten Shopping;Masculino;1;Bergerson;2012747,77;16,5;74;56
VIP;Garten Shopping;Masculino;2;Vivara;1820160,6;14,92;353;261
VIP;Garten Shopping;Masculino;3;CVC;1210188,64;9,92;89;76
VIP;Garten Shopping;Masculino;4;Brooksfield;814422,82;6,68;202;136
VIP;Garten Shopping;Masculino;5;IPLACE MOBILE;498913,23;4,09;102;81
VIP;Garten Shopping;Masculino;6;Nxt;393565,0;3,23;45;40
VIP;Garten Shopping;Masculino;7;Vivo;301757,19;2,47;65;51
VIP;Garten Shopping;Masculino;8;Samsung;243478,04;2,0;53;41
VIP;Garten Shopping;Masculino;9;Magazine Luiza;212901,44;1,75;63;52
VIP;Garten Shopping;Masculino;10;Renner;207311,66;1,7;689;261
VIP;Nações Shopping;Feminino;1;Renner;667528,97;9,17;2071;461
VIP;Nações Shopping;Feminino;2;Vivara;481029,19;6,61;159;108
VIP;Nações Shopping;Feminino;3;Samsung;419784,41;5,77;101;73
VIP;Nações Shopping;Feminino;4;Luz da Lua;300475,71;4,13;316;196
VIP;Nações Shopping;Feminino;5;Colcci;295963,2;4,07;231;89
VIP;Nações Shopping;Feminino;6;Riachuelo;242615,93;3,33;929;325
VIP;Nações Shopping;Feminino;7;C&A;240003,59;3,3;936;344
VIP;Nações Shopping;Feminino;8;Empório Du Homem;237880,56;3,27;125;82
VIP;Nações Shopping;Feminino;9;Cassol Centerlar;198443,65;2,73;339;163
VIP;Nações Shopping;Feminino;10;Centauro;185307,8;2,55;481;244
VIP;Nações Shopping;Masculino;1;Samsung;559881,06;15,02;107;84
VIP;Nações Shopping;Masculino;2;Vivara;510716,03;13,7;111;85
VIP;Nações Shopping;Masculino;3;Cassol Centerlar;284455,81;7,63;248;116
