dia_semana,valor,transacoes,pct_valor,shopping
Domingo,7464412.26,29772,20.757691359198937,Nações Shopping
Quarta,3763669.42,14169,10.466341552042744,Nações Shopping
Quinta,4206881.75,15689,11.698865216636186,Nações Shopping
Sabado,7348442.58,26258,20.435192716222716,Nações Shopping
Segunda,5059403.98,18100,14.069633699243553,Nações Shopping
Sexta,4329132.4,16099,12.038830531087006,Nações Shopping
Terca,3787799.62,14192,10.533444925568865,Nações Shopping
