periodo_dia,valor,transacoes,pct_valor,shopping
Manha (6h-12h),6614635.89,23601,18.394558804566906,Nações Shopping
Noite (18h-22h),15548987.02,58444,43.23998491334004,Nações Shopping
Tarde (12h-18h),13796119.1,52234,38.36545628209306,Nações Shopping
