faixa_etaria,qtd_clientes,valor_total,ticket_medio,freq_media,idade_media,qtd_high_spenders,pct_clientes,pct_valor,shopping,sigla
16-24 (Gen Z),1956,1964454.39,1004.3222852760736,4.766359918200409,21.886503067484664,102,7.820246281784743,5.4629268181448785,Nações Shopping,NS
25-39 (Millennials),11064,14862672.74,1343.3362924801156,5.540220535068691,32.590473608098335,1003,44.23476731169039,41.33142205488254,Nações Shopping,NS
40-54 (Gen X),9007,14870220.06,1650.962591317864,5.631730875985345,45.66759187298768,1111,36.0107148568687,41.35241030334634,Nações Shopping,NS
55-69 (Boomers),2587,3736245.56,1444.2387166602243,4.362968689601855,60.39157325086973,258,10.343035343035343,10.390078880323982,Nações Shopping,NS
70+ (Silent),353,448536.95,1270.6429178470255,3.631728045325779,74.18696883852691,26,1.4113225651687191,1.247330834229197,Nações Shopping,NS
Nao Informado,45,77612.31,1724.7179999999998,8.11111111111111,,2,0.17991364145210298,0.21583110907307648,Nações Shopping,NS
