quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,12.0,1.0,303.43,Global
40%,19.0,2.0,489.952,Global
60%,21.0,2.0,786.4279999999999,Global
80%,25.0,4.0,1394.6480000000024,Global
