perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,3729,56582678.52,15173.686918744972,4.2601233574684905,26.88,78.41
Premium,2236,8026723.31,3589.7689221824685,2.917262969588551,16.12,11.12
Potencial,3143,5180198.49,1648.170057270124,2.5386573337575564,22.65,7.18
Pontual,4766,2370601.37,497.3985249685271,1.9143936214855224,34.35,3.29
