cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
164,1321.24,7,10,Nações Shopping,Feminino,Gastronomia,5,5,5,15,VIP
168,200.89,7,2,Continente Shopping,Feminino,Gastronomia,5,5,1,11,Premium
169,311.48,7,4,Continente Shopping,Masculino,Gastronomia,5,5,1,11,Premium
170,704.5,2,20,Continente Shopping,Masculino,Moda,3,2,3,8,Potencial
195,1177.76,5,11,Continente Shopping,Feminino,Beleza e Bem-estar,5,5,4,14,VIP
196,41.8,2,17,Garten Shopping,Nao Informado,Gastronomia,4,2,1,7,Potencial
228,997.08,6,25,Nações Shopping,Masculino,Beleza e Bem-estar,2,5,4,11,Premium
235,10.5,1,21,Continente Shopping,Masculino,Gastronomia,3,1,1,5,Pontual
241,1434.9499999999998,3,19,Balneário Shopping,Feminino,Beleza e Bem-estar,4,3,4,11,Premium
259,752.6,5,19,Neumarkt Shopping,Masculino,Beleza e Bem-estar,4,5,3,12,Premium
266,129.99,1,21,Norte Shopping,Feminino,Infantil,3,1,1,5,Pontual
272,694.2,9,3,Norte Shopping,Feminino,Calçados,5,5,4,14,VIP
281,421.74,1,25,Balneário Shopping,Feminino,Moda,2,1,2,5,Pontual
307,18.0,1,8,Balneário Shopping,Feminino,Gastronomia,5,1,1,7,Potencial
349,159.89,2,20,Norte Shopping,Masculino,Eletrônicos,4,3,1,8,Potencial
360,179.6,1,9,Norte Shopping,Feminino,Livrarias,5,1,1,7,Potencial
375,1320.76,23,2,Garten Shopping,Feminino,Gastronomia,5,5,5,15,VIP
382,670.8199999999999,15,6,Balneário Shopping,Feminino,Supermercado,5,5,3,13,VIP
424,54.27,1,13,Continente Shopping,Masculino,Pets,4,1,1,6,Pontual
446,843.6999999999999,3,26,Nações Shopping,Masculino,Calçados,1,4,4,9,Potencial
465,782.99,2,18,Continente Shopping,Masculino,Gastronomia,4,2,3,9,Potencial
568,467.7,11,7,Neumarkt Shopping,Feminino,Gastronomia,5,5,2,12,Premium
610,975.28,16,1,Neumarkt Shopping,Masculino,Gastronomia,5,5,4,14,VIP
617,33.97,1,21,Garten Shopping,Feminino,Gastronomia,2,1,1,4,Pontual
649,74.4,4,3,Continente Shopping,Masculino,Gastronomia,5,4,1,10,Premium
770,370.33000000000004,2,1,Norte Shopping,Masculino,Casa e Decoração,5,3,2,10,Premium
878,625.6,3,3,Garten Shopping,Feminino,Gastronomia,5,4,3,12,Premium
907,1531.48,8,11,Nações Shopping,Feminino,Moda,5,5,5,15,VIP
988,417.65,4,29,Neumarkt Shopping,Masculino,Moda,1,4,2,7,Potencial
1007,1412.9,2,1,Neumarkt Shopping,Feminino,Moda Feminina,5,2,4,11,Premium
1070,778.59,5,13,Neumarkt Shopping,Masculino,Esportes,5,5,3,13,VIP
1072,599.99,1,20,Nações Shopping,Masculino,Esportes,3,1,3,7,Potencial
1115,32.31,1,24,Nações Shopping,Feminino,Pets,2,1,1,4,Pontual
1125,1049.0,4,13,Garten Shopping,Feminino,Moda,4,4,4,12,Premium
1132,529.99,2,20,Neumarkt Shopping,Feminino,Calçados,4,2,3,9,Potencial
