shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,222607.84,45.99,424,246
Balneário Shopping,Premium,2,Joalheria,54039.0,11.17,30,27
Balneário Shopping,Premium,3,Moda Feminina,52751.25,10.9,44,40
Balneário Shopping,Premium,4,Calçados,43384.38,8.96,81,69
Balneário Shopping,Premium,5,Beleza e Bem-estar,40005.0,8.27,137,110
Balneário Shopping,Premium,6,Telefonia,21995.0,4.54,12,7
Balneário Shopping,Premium,7,Eletrodomésticos,16061.82,3.32,9,9
Balneário Shopping,Premium,8,Eletrônicos,12330.0,2.55,7,6
Balneário Shopping,Premium,9,Infantil,10685.68,2.21,49,42
Balneário Shopping,Premium,10,Gastronomia,10132.23,2.09,120,74
Balneário Shopping,VIP,1,Moda,774257.38,39.59,1288,624
Balneário Shopping,VIP,2,Joalheria,444839.18,22.74,119,103
Balneário Shopping,VIP,3,Beleza e Bem-estar,173096.1,8.85,459,303
Balneário Shopping,VIP,4,Calçados,155496.46,7.95,218,179
Balneário Shopping,VIP,5,Moda Feminina,133482.34,6.82,105,81
Balneário Shopping,VIP,6,Eletrônicos,71332.64,3.65,22,21
Balneário Shopping,VIP,7,Infantil,61695.15,3.15,203,141
Balneário Shopping,VIP,8,Gastronomia,53181.47,2.72,518,263
Balneário Shopping,VIP,9,Casa e Decoração,48466.19,2.48,63,51
Balneário Shopping,VIP,10,Telefonia,39975.0,2.04,11,8
Continente Shopping,Premium,1,Moda,253821.1,43.79,498,284
Continente Shopping,Premium,2,Joalheria,101202.89,17.46,64,57
Continente Shopping,Premium,3,Calçados,43729.65,7.54,112,94
Continente Shopping,Premium,4,Eletrodomésticos,36747.35,6.34,46,42
Continente Shopping,Premium,5,Telefonia,33429.2,5.77,15,14
Continente Shopping,Premium,6,Esportes,26931.06,4.65,75,62
Continente Shopping,Premium,7,Casa e Decoração,25855.54,4.46,28,26
Continente Shopping,Premium,8,Gastronomia,21268.1,3.67,331,137
Continente Shopping,Premium,9,Beleza e Bem-estar,20932.38,3.61,101,84
Continente Shopping,Premium,10,Ótica,15685.779999999999,2.71,14,14
Continente Shopping,VIP,1,Moda,360899.36,30.93,815,405
Continente Shopping,VIP,2,Joalheria,271429.11,23.26,79,63
Continente Shopping,VIP,3,Telefonia,181079.09,15.52,39,30
Continente Shopping,VIP,4,Calçados,74722.85,6.4,181,147
Continente Shopping,VIP,5,Eletrodomésticos,64946.31,5.57,148,95
Continente Shopping,VIP,6,Gastronomia,64051.03,5.49,1069,320
Continente Shopping,VIP,7,Beleza e Bem-estar,42656.65,3.66,257,182
Continente Shopping,VIP,8,Casa e Decoração,40755.83,3.49,60,48
Continente Shopping,VIP,9,Esportes,33361.04,2.86,125,105
Continente Shopping,VIP,10,Moda Feminina,33043.81,2.83,72,41
Garten Shopping,Premium,1,Moda,224661.73,41.65,532,334
Garten Shopping,Premium,2,Joalheria,93825.29,17.39,59,57
