dia_semana,valor,transacoes
Domingo,1595457.47,4620
Quarta,709395.12,1907
Quinta,804773.61,2111
Sabado,1709569.53,4680
Segunda,912968.57,2465
Sexta,967957.73,2250
Terca,696042.59,1810
