genero,qtd_clientes,valor_total,pct_clientes
Feminino,3963,4045084.94,59.7377148025324
Masculino,2657,3343410.17,40.05125113053965
Nao Informado,6,2909.84,0.09044317154054868
Outro,8,4759.67,0.12059089538739826
