loja,valor,clientes
Havan,267749.86,630
Magazine Luiza,256401.65,112
Casas Bahia,208429.33,90
Pittol,171381.23,494
Atacadão,129634.0,481
Samsung,122250.0,32
Centauro,117661.47,281
Renner,111022.2,360
Idéli.oui,92180.52,185
Riachuelo,84163.5,320
Sabor Brasileiro,74392.22,304
CVC,70870.0,7
Vivo,49093.1,12
Vivara,46142.07,38
Cobasi,42029.51,258
Livrarias Catarinense,39429.69,240
Avatim,35639.61,188
Superlegal Brinquedos,33100.25,123
World Tennis,30802.02,65
Toni Toys ,26749.84,99
