dia_semana,valor,transacoes
Domingo,1337189.8800000001,4504
Quarta,382259.18,1540
Quinta,518711.73,1909
Sabado,1279908.04,4411
Segunda,600477.39,2003
Sexta,899653.89,3271
Terca,545931.5,1850
