dia_semana,valor,transacoes
Domingo,6501407.21,14103
Quarta,6161182.7,12421
Quinta,4868113.9,8177
Sabado,5541018.67,11746
Segunda,8370383.66,16085
Sexta,5038989.35,10146
Terca,8119555.53,15931
