faixa_etaria,qtd_clientes,valor_total,ticket_medio,freq_media,idade_media,qtd_high_spenders,pct_clientes,pct_valor,shopping,sigla
16-24 (Gen Z),4283,6942315.43,1620.9001704412794,4.114872752743405,21.81975250992295,211,6.14296778635151,3.832105770743055,Balneário Shopping,BS
25-39 (Millennials),27251,63419700.07,2327.2430395214856,5.195002018274558,32.76848556016293,2343,39.08522417601331,35.00719623986326,Balneário Shopping,BS
40-54 (Gen X),26448,78510145.4,2968.471922262553,6.389178765880218,45.978107985480946,3193,37.93350735779237,43.33700827667756,Balneário Shopping,BS
55-69 (Boomers),9527,26329359.56,2763.6569287288758,5.286973863755642,60.857247821979634,1014,13.66426665901724,14.533607947837773,Balneário Shopping,BS
70+ (Silent),2142,5905124.91,2756.82768907563,4.817927170868347,74.3781512605042,212,3.072201026935544,3.259584424352433,Balneário Shopping,BS
Nao Informado,71,55249.56,778.1628169014084,2.9014084507042255,,0,0.10183299389002036,0.03049734052591365,Balneário Shopping,BS
