shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,232,138,90094.62,652.8595652173913,42.8978102189781,1003.0119999999997,14
Balneário Shopping,BS,787,573,451720.81999999995,788.343490401396,42.73647469458988,1618.800000000003,58
Neumarkt Shopping,NK,158,60,53003.229999999996,883.3871666666666,42.016666666666666,2101.303,6
Norte Shopping,NR,47,23,15697.08,682.4817391304348,42.130434782608695,1864.624,3
Garten Shopping,GS,112,56,128828.60000000002,2300.5107142857146,39.892857142857146,2832.1800000000003,6
Nações Shopping,NS,27,14,7119.49,508.53499999999997,42.5,1068.7010000000007,2
