sigla,segmento,valor,clientes
CS,Moda,31808.07,74
CS,Joalheria,19023.0,2
CS,Calçados,17025.38,32
CS,Telefonia,11102.2,5
CS,Gastronomia,2344.11,23
CS,Beleza e Bem-estar,1635.46,7
CS,Esportes,1562.78,6
CS,Casa e Decoração,1117.7,2
CS,Presentes e Acessórios,1050.0,5
CS,Moda Feminina,985.25,3
CS,Eletrodomésticos,762.2,6
CS,Livrarias,507.4,1
CS,Pets,455.31,3
CS,Ótica,425.0,1
CS,Farmácias,212.76,3
CS,Lazer,74.0,2
CS,Infantil,4.0,1
BS,Moda,390036.82,524
BS,Joalheria,35653.34,12
BS,Calçados,10697.88,16
BS,Gastronomia,5465.82,19
BS,Beleza e Bem-estar,3981.84,14
BS,Moda Feminina,3032.3,3
BS,Infantil,1504.18,6
BS,Casa e Decoração,466.28000000000003,2
BS,Farmácias,385.39,3
BS,Livrarias,380.0,1
BS,Presentes e Acessórios,71.99,1
BS,Supermercado,44.98,1
NK,Telefonia,15639.119999999999,5
NK,Moda,10916.73,22
NK,Joalheria,8109.6,5
NK,Casa e Decoração,4962.4800000000005,7
NK,Gastronomia,2066.34,16
NK,Beleza e Bem-estar,1704.74,11
NK,Calçados,1366.41,7
NK,Presentes e Acessórios,1323.01,4
NK,Pets,1149.23,7
NK,Papelaria,1085.87,5
NK,Infantil,1049.9,4
NK,Farmácias,1012.9000000000001,2
NK,Eletrodomésticos,1009.63,9
NK,Moda Feminina,798.2,1
NK,Esportes,459.97,2
NK,Livrarias,320.1,3
NK,Lazer,29.0,1
NR,Telefonia,6021.12,3
NR,Eletrodomésticos,3783.73,12
NR,Eletrônicos,1900.0,1
NR,Moda,855.9300000000001,3
NR,Beleza e Bem-estar,697.65,1
NR,Gastronomia,647.55,4
NR,Casa e Decoração,449.88,2
NR,Infantil,429.96000000000004,2
NR,Pets,264.84,1
NR,Supermercado,258.78,1
NR,Papelaria,145.8,2
NR,Livrarias,111.96000000000001,2
NR,Esportes,109.98,2
NR,Calçados,19.9,1
GS,Serviços,77687.75,3
GS,Moda,13944.78,20
GS,Eletrônicos,10767.0,2
GS,Calçados,5338.54,11
GS,Eletrodomésticos,4599.0,1
GS,Gastronomia,3528.2200000000003,14
GS,Casa e Decoração,3395.54,7
GS,Joalheria,3182.0,1
GS,Beleza e Bem-estar,2242.46,5
GS,Moda Feminina,1525.2,2
GS,Farmácias,763.21,7
GS,Livrarias,403.7,3
GS,Esportes,309.97,2
GS,Infantil,303.96,1
GS,Ótica,297.0,1
GS,Pets,234.27,2
GS,Presentes e Acessórios,167.7,1
GS,Papelaria,138.3,2
NS,Moda,4226.44,6
NS,Moda Feminina,1769.88,2
NS,Calçados,325.41999999999996,2
NS,Papelaria,211.8,1
NS,Gastronomia,195.61,3
NS,Infantil,137.03,2
NS,Joalheria,132.72,1
NS,Esportes,87.99,1
NS,Casa e Decoração,22.8,2
NS,Pets,9.8,1
