sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,90,65.21739130434783,63291.37000000001
CS,Masculino,46,33.33333333333333,26392.0
CS,Nao Informado,1,0.7246376811594203,69.47
CS,Outro,1,0.7246376811594203,341.78000000000003
BS,Feminino,447,78.01047120418848,360380.72
BS,Masculino,125,21.81500872600349,91082.1
BS,Outro,1,0.17452006980802792,258.0
NK,Feminino,40,66.66666666666666,26139.47
NK,Masculino,19,31.666666666666664,26451.66
NK,Nao Informado,1,1.6666666666666667,412.1
NR,Feminino,15,65.21739130434783,12192.19
NR,Masculino,8,34.78260869565217,3504.89
GS,Feminino,39,69.64285714285714,96838.00999999998
GS,Masculino,17,30.357142857142854,31990.59
NS,Feminino,9,64.28571428571429,3690.7600000000007
NS,Masculino,5,35.714285714285715,3428.7299999999996
