faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),9,23141.1,2571.233333333333,3.557312252964427
25-39 (Millennials),97,407254.84,4198.503505154639,38.3399209486166
40-54 (Gen X),111,596426.4400000001,5373.211171171171,43.873517786561266
55-69 (Boomers),31,162530.25,5242.9112903225805,12.25296442687747
70+ (Silent),5,16692.0,3338.4,1.9762845849802373
