sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),47,10.239651416122005,22529.810000000005
BS,Gen X (1965-1980),150,32.6797385620915,177634.73
BS,Millennials (1981-1996),229,49.89106753812636,160687.61
BS,Boomers (1946-1964),32,6.971677559912854,13542.39
BS,Nao Informado,1,0.2178649237472767,606.48
CS,Millennials (1981-1996),826,50.893407270486755,826079.13
CS,Gen X (1965-1980),523,32.224276032039434,505274.76999999996
CS,Gen Z (1997-2012),135,8.317929759704251,109574.28
CS,Boomers (1946-1964),136,8.37954405422058,126294.17000000001
CS,Nao Informado,1,0.06161429451632779,518.5
CS,Silent (antes 1946),2,0.12322858903265559,2812.75
NK,Millennials (1981-1996),82,47.12643678160919,61173.53
NK,Gen X (1965-1980),69,39.6551724137931,93533.20999999999
NK,Gen Z (1997-2012),11,6.321839080459771,5217.28
NK,Boomers (1946-1964),11,6.321839080459771,12736.189999999999
NK,Silent (antes 1946),1,0.5747126436781609,180.4
GS,Millennials (1981-1996),37,54.41176470588235,22822.670000000006
GS,Gen X (1965-1980),26,38.23529411764706,25559.93
GS,Gen Z (1997-2012),4,5.88235294117647,1852.3
GS,Boomers (1946-1964),1,1.4705882352941175,978.87
NR,Gen Z (1997-2012),24,14.457831325301203,93106.26999999999
NR,Millennials (1981-1996),80,48.19277108433735,62579.25000000001
NR,Gen X (1965-1980),45,27.10843373493976,114918.04000000001
NR,Boomers (1946-1964),17,10.240963855421686,32730.169999999995
NS,Millennials (1981-1996),35,56.451612903225815,15045.269999999997
NS,Gen X (1965-1980),18,29.03225806451613,8992.48
NS,Gen Z (1997-2012),7,11.29032258064516,1271.17
NS,Boomers (1946-1964),2,3.225806451612903,1010.7800000000001
