faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),131927.61000000002,55364.96,0.0,0.0
Gen X (1965-1980),678603.01,246968.37,0.0,341.78000000000003
Gen Z (1997-2012),175737.77,57154.840000000004,658.5,0.0
Millennials (1981-1996),826394.89,320914.58999999997,570.08,507.9
Nao Informado,0.0,0.0,1124.98,0.0
Silent (antes 1946),2433.4,559.75,0.0,0.0
