shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,795,459,375001.02,816.9956862745098,42.58733624454148,959.8199999999999,46
Balneário Shopping,BS,2602,1623,1570553.5999999999,967.6855206407886,43.14303329223181,2021.3999999999999,163
Neumarkt Shopping,NK,386,174,172840.61,993.3368390804596,43.94827586206897,2482.152000000001,18
Norte Shopping,NR,111,68,51213.77,753.1436764705882,42.220588235294116,2136.603000000001,7
Garten Shopping,GS,338,166,303333.73,1827.311626506024,41.78915662650602,2826.4350000000004,17
Nações Shopping,NS,90,62,26319.699999999997,424.5112903225806,41.37096774193548,676.588,7
