shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,4836.19,45.14,21,13
Balneário Shopping,Pontual,2,Beleza e Bem-estar,2650.33,24.74,12,9
Balneário Shopping,Pontual,3,Supermercado,1087.59,10.15,21,10
Balneário Shopping,Pontual,4,Gastronomia,896.35,8.37,17,11
Balneário Shopping,Pontual,5,Infantil,572.26,5.34,6,5
Balneário Shopping,Pontual,6,Livrarias,197.7,1.85,2,2
Balneário Shopping,Pontual,7,Calçados,184.99,1.73,2,2
Balneário Shopping,Pontual,8,Papelaria,176.8,1.65,1,1
Balneário Shopping,Pontual,9,Presentes e Acessórios,81.0,0.76,1,1
Balneário Shopping,Pontual,10,Serviços,30.0,0.28,1,1
Balneário Shopping,Potencial,1,Moda,6577.89,31.38,24,17
Balneário Shopping,Potencial,2,Beleza e Bem-estar,3493.5,16.66,15,9
Balneário Shopping,Potencial,3,Calçados,2568.89,12.25,4,4
Balneário Shopping,Potencial,4,Gastronomia,2410.7799999999997,11.5,24,12
Balneário Shopping,Potencial,5,Joalheria,2137.71,10.2,1,1
Balneário Shopping,Potencial,6,Infantil,1149.67,5.48,5,3
Balneário Shopping,Potencial,7,Esportes,1111.8899999999999,5.3,4,3
Balneário Shopping,Potencial,8,Presentes e Acessórios,919.8,4.39,1,1
Balneário Shopping,Potencial,9,Papelaria,365.49,1.74,4,4
Balneário Shopping,Potencial,10,Moda Feminina,229.7,1.1,1,1
Balneário Shopping,Premium,1,Moda,8215.710000000001,37.58,25,18
Balneário Shopping,Premium,2,Infantil,5296.76,24.23,10,9
Balneário Shopping,Premium,3,Gastronomia,2471.2000000000003,11.3,24,14
Balneário Shopping,Premium,4,Esportes,1748.8400000000001,8.0,7,4
Balneário Shopping,Premium,5,Calçados,1210.94,5.54,4,4
Balneário Shopping,Premium,6,Presentes e Acessórios,937.6999999999999,4.29,4,3
Balneário Shopping,Premium,7,Supermercado,649.42,2.97,6,5
Balneário Shopping,Premium,8,Casa e Decoração,581.69,2.66,3,3
Balneário Shopping,Premium,9,Beleza e Bem-estar,545.48,2.5,8,7
Balneário Shopping,Premium,10,Papelaria,203.79,0.93,3,3
Balneário Shopping,VIP,1,Moda,129140.53,49.09,252,126
Balneário Shopping,VIP,2,Joalheria,29284.5,11.13,16,15
Balneário Shopping,VIP,3,Beleza e Bem-estar,27481.24,10.45,105,72
Balneário Shopping,VIP,4,Gastronomia,24751.27,9.41,239,106
Balneário Shopping,VIP,5,Infantil,14371.81,5.46,71,45
Balneário Shopping,VIP,6,Esportes,10104.52,3.84,29,23
Balneário Shopping,VIP,7,Casa e Decoração,8471.89,3.22,24,19
Balneário Shopping,VIP,8,Moda Feminina,8151.4,3.1,11,9
Balneário Shopping,VIP,9,Calçados,7470.58,2.84,17,16
Balneário Shopping,VIP,10,Presentes e Acessórios,3867.31,1.47,24,22
Continente Shopping,Pontual,1,Moda,4691.09,40.61,25,21
Continente Shopping,Pontual,2,Gastronomia,3258.25,28.21,63,30
Continente Shopping,Pontual,3,Calçados,704.86,6.1,6,5
Continente Shopping,Pontual,4,Beleza e Bem-estar,696.2,6.03,6,6
Continente Shopping,Pontual,5,Eletrodomésticos,581.31,5.03,13,10
Continente Shopping,Pontual,6,Papelaria,573.89,4.97,12,9
Continente Shopping,Pontual,7,Esportes,509.93,4.41,6,5
Continente Shopping,Pontual,8,Presentes e Acessórios,184.7,1.6,2,2
Continente Shopping,Pontual,9,Pets,181.05,1.57,2,2
Continente Shopping,Pontual,10,Infantil,169.95999999999998,1.47,3,3
Continente Shopping,Potencial,1,Moda,11610.52,60.44,41,27
Continente Shopping,Potencial,2,Calçados,1679.9,8.75,5,4
Continente Shopping,Potencial,3,Gastronomia,1472.66,7.67,33,22
Continente Shopping,Potencial,4,Beleza e Bem-estar,1210.51,6.3,10,7
Continente Shopping,Potencial,5,Esportes,1144.89,5.96,4,4
Continente Shopping,Potencial,6,Eletrodomésticos,889.19,4.63,17,11
Continente Shopping,Potencial,7,Livrarias,384.4,2.0,7,4
Continente Shopping,Potencial,8,Pets,368.16,1.92,5,4
Continente Shopping,Potencial,9,Farmácias,228.29,1.19,4,3
Continente Shopping,Potencial,10,Papelaria,221.0,1.15,5,4
Continente Shopping,Premium,1,Moda,12221.17,37.19,52,31
Continente Shopping,Premium,2,Gastronomia,7250.59,22.06,132,43
Continente Shopping,Premium,3,Esportes,4660.9400000000005,14.18,17,12
Continente Shopping,Premium,4,Beleza e Bem-estar,1890.83,5.75,17,13
Continente Shopping,Premium,5,Casa e Decoração,1574.45,4.79,6,6
Continente Shopping,Premium,6,Livrarias,1423.8600000000001,4.33,6,6
Continente Shopping,Premium,7,Calçados,1186.84,3.61,8,8
Continente Shopping,Premium,8,Eletrodomésticos,1181.95,3.6,16,11
Continente Shopping,Premium,9,Presentes e Acessórios,756.2,2.3,3,3
Continente Shopping,Premium,10,Moda Feminina,717.7,2.18,2,2
Continente Shopping,VIP,1,Moda,48172.61,28.72,182,113
Continente Shopping,VIP,2,Gastronomia,38317.93,22.84,757,175
Continente Shopping,VIP,3,Calçados,18575.2,11.07,75,56
