perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,125,440912.99,3527.30392,9.624,7.93,36.2
Premium,251,349781.15,1393.5503984063746,7.374501992031872,15.92,28.72
Potencial,347,247542.99,713.3803746397695,5.175792507204611,22.0,20.32
Pontual,854,179787.41,210.5238992974239,2.5948477751756442,54.15,14.76
