perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Zara;1525,5;29,49;3;2
Pontual;Balneário Shopping;Feminino;2;Sephora;1003,0;19,39;2;2
Pontual;Balneário Shopping;Feminino;3;Riachuelo;808,1;15,62;4;3
Pontual;Balneário Shopping;Feminino;4;Youcom;369,7;7,15;1;1
Pontual;Balneário Shopping;Feminino;5;Renner;368,6;7,13;5;3
Pontual;Balneário Shopping;Feminino;6;Lojas Americanas;341,91;6,61;9;5
Pontual;Balneário Shopping;Feminino;7;Paris Cosméticos;264,73;5,12;2;2
Pontual;Balneário Shopping;Feminino;8;Kalunga;176,8;3,42;1;1
Pontual;Balneário Shopping;Feminino;9;C&A;169,0;3,27;1;1
Pontual;Balneário Shopping;Feminino;10;O Boticário;145,8;2,82;1;1
Pontual;Balneário Shopping;Masculino;1;Lojas Americanas;745,6800000000001;22,1;12;5
Pontual;Balneário Shopping;Masculino;2;Renner;669,3;19,83;4;4
Pontual;Balneário Shopping;Masculino;3;O Boticário;334,8;9,92;1;1
Pontual;Balneário Shopping;Masculino;4;L'Occitane En Provence;291,0;8,62;1;1
Pontual;Balneário Shopping;Masculino;5;Superlegal Brinquedos;279,98;8,3;2;2
Pontual;Balneário Shopping;Masculino;6;Zara;279,5;8,28;1;1
Pontual;Balneário Shopping;Masculino;7;Paris Cosméticos;269,0;7,97;1;1
Pontual;Balneário Shopping;Masculino;8;Studio Z;184,99;5,48;2;2
Pontual;Balneário Shopping;Masculino;9;Las Leñas;160,6;4,76;1;1
Pontual;Balneário Shopping;Masculino;10;C&A;159,99;4,74;1;1
Pontual;Continente Shopping;Feminino;1;Pernambucanas;1147,66;24,33;4;3
Pontual;Continente Shopping;Feminino;2;Renner;708,9;15,03;5;4
Pontual;Continente Shopping;Feminino;3;C&A;485,95;10,3;1;1
Pontual;Continente Shopping;Feminino;4;Arezzo;459,9;9,75;1;1
Pontual;Continente Shopping;Feminino;5;O Boticário;392,3;8,32;2;2
Pontual;Continente Shopping;Feminino;6;Riachuelo;369,29999999999995;7,83;2;2
Pontual;Continente Shopping;Feminino;7;Lojas Americanas;360,03999999999996;7,63;8;5
Pontual;Continente Shopping;Feminino;8;Nutty Bavarian;277,0;5,87;4;1
Pontual;Continente Shopping;Feminino;9;Decathlon;269,95;5,72;5;4
Pontual;Continente Shopping;Feminino;10;Giraffas;246,0;5,22;7;3
Pontual;Continente Shopping;Masculino;1;Nike Unite;633,96;18,01;2;2
Pontual;Continente Shopping;Masculino;2;Lugano Gramado;577,9;16,41;4;1
Pontual;Continente Shopping;Masculino;3;Divino Fogão ;468,1;13,29;4;2
Pontual;Continente Shopping;Masculino;4;Kalunga;365,7;10,39;3;3
Pontual;Continente Shopping;Masculino;5;Riachuelo;339,70000000000005;9,65;2;2
Pontual;Continente Shopping;Masculino;6;Burger King;250,39999999999998;7,11;5;3
Pontual;Continente Shopping;Masculino;7;Centauro;239,98;6,82;1;1
Pontual;Continente Shopping;Masculino;8;Hering Store;239,97;6,82;1;1
Pontual;Continente Shopping;Masculino;9;Lojas Americanas;221,27;6,28;5;5
Pontual;Continente Shopping;Masculino;10;Giraffas;183,98000000000002;5,23;2;2
Pontual;Garten Shopping;Feminino;1;Havan;1365,76;26,37;7;6
Pontual;Garten Shopping;Feminino;2;Renner;1266,8;24,46;6;5
Pontual;Garten Shopping;Feminino;3;C&A;432,71000000000004;8,35;4;4
