shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,298,323039.98,2.8322147651006713,2.9295302013422817,3.4161073825503356,9.177852348993289,1084.0267785234898,56,136867.99,2444.07125,80,113563.16,1419.5395,100,59944.53,599.4453,62,12664.3,204.26290322580644,26.52
Neumarkt Shopping,340,271348.22,3.138235294117647,3.023529411764706,3.1705882352941175,9.33235294117647,798.083,71,121340.95999999999,1709.0276056338028,84,80187.33,954.6110714285714,112,56657.15,505.8674107142857,73,13162.78,180.31205479452055,22.28
Continente Shopping,397,261913.33000000002,3.1712846347607053,3.1763224181360203,2.8463476070528966,9.193954659949622,659.7313098236776,82,135594.21,1653.587926829268,102,76352.67,748.5555882352941,109,36722.75,336.9059633027523,104,13243.7,127.34326923076924,21.5
Garten Shopping,260,188641.94,2.8461538461538463,2.8923076923076922,2.730769230769231,8.46923076923077,725.545923076923,38,65429.47,1721.828157894737,57,75547.83,1325.4005263157894,85,36727.85,432.09235294117644,80,10936.79,136.709875,15.49
Nações Shopping,154,87460.35,2.811688311688312,2.811688311688312,2.668831168831169,8.292207792207792,567.9243506493507,15,16045.18,1069.6786666666667,43,41119.54,956.2683720930232,49,23205.93,473.5904081632653,47,7089.7,150.84468085106383,7.18
Norte Shopping,128,85620.72,3.03125,3.0,3.0,9.03125,668.911875,22,36535.95,1660.725,38,28890.38,760.2731578947369,30,15549.27,518.309,38,4645.12,122.24,7.03
