quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,3.0,1.0,139.9,Global
40%,7.0,2.0,319.962,Global
60%,14.0,4.0,593.8979999999999,Global
80%,22.0,7.0,1154.6460000000004,Global
