faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),24,21329.1,1.827875095201828
Gen X (1965-1980),232,198695.81,17.66945925361767
Gen Z (1997-2012),314,247034.43,23.914699162223915
Millennials (1981-1996),739,548113.71,56.28332063975628
Nao Informado,4,906.48,0.30464584920030463
