dia_semana,valor,transacoes
Domingo,182994.05,1074
Quarta,135809.58,1012
Quinta,152946.63999999998,874
Sabado,181813.81,1144
Segunda,115138.95,824
Sexta,155688.15,1030
Terca,91688.35,683
