loja,valor,clientes
Vivo,63899.0,7
Renner,51837.94,198
Centauro,36653.87,95
C&A,35861.34,148
Empório Du Homem,33717.98,24
Outback Steakhouse,32954.96,65
Vivara,28388.75,14
Riachuelo,27467.29,119
Nike Unite,26638.8,60
Lojas Americanas,26201.01,280
Ri Happy Baby,23805.77,85
Panvel Farmácias,21723.32,161
Studio Z,18414.04,102
Magazine Luiza,18268.77,13
Samsung,18221.0,2
PRIME GAMES,17616.5,5
Brooksfield,15272.82,9
Decathlon,14545.75,83
Cobasi,14432.44,103
Anacapri ,14361.82,4
