Metrica,High Spenders,Demais Clientes
Qtd Clientes,10008.0,90063.0
Valor Total (R$),72527902.38,91277833.41
Ticket Medio (R$),7246.992643884892,1013.4887069051664
Freq Media Compras,11.746203037569945,3.9664346068862906
Idade Media,43.220860202230156,40.76745964815941
% Feminino,67.47601918465229,64.38159954698378
% Masculino,32.474020783373305,35.48627072160599
