sigla,segmento,valor,clientes
CS,Moda,9589663.5,12646
CS,Gastronomia,2171108.23,8222
CS,Calçados,1955633.92,4766
CS,Joalheria,1895971.18,1018
CS,Esportes,1573987.48,3749
CS,Eletrodomésticos,1564493.5,2253
CS,Telefonia,1433773.81,371
CS,Beleza e Bem-estar,1385745.28,4026
CS,Ótica,1169885.86,802
CS,Casa e Decoração,497862.1,661
CS,Eletrônicos,460398.15,385
CS,Presentes e Acessórios,454538.83,1390
CS,Moda Feminina,452805.5,558
CS,Infantil,414270.34,1396
CS,Não informado,357664.15,667
CS,Livrarias,283060.27,1850
CS,Papelaria,215083.5,1477
CS,Pets,209284.73,1063
CS,Farmácias,182395.3,1394
CS,Serviços,43249.01,1100
BS,Moda,21736902.45,18045
BS,Joalheria,6931099.95,2337
BS,Beleza e Bem-estar,6102769.15,9484
BS,Calçados,4067997.71,6984
BS,Gastronomia,3064628.07,10127
BS,Moda Feminina,2951574.7,2146
BS,Eletrônicos,2433743.65,838
BS,Infantil,2181408.15,4566
BS,Casa e Decoração,2059052.6199999999,1977
BS,Esportes,2018392.46,3587
BS,Ótica,1752466.64,1212
BS,Presentes e Acessórios,1393701.08,3481
BS,Calçados Femininos,1024763.0,1787
BS,Telefonia,818409.49,200
BS,Eletrodomésticos,450852.64,202
BS,Livrarias,443722.58,2509
BS,Não informado,99156.85,144
BS,Serviços,61720.86,814
BS,Farmácias,31112.37,153
BS,Lazer,23833.59,253
NK,Moda,8108910.18,10297
NK,Joalheria,3443447.81,1609
NK,Beleza e Bem-estar,2647615.68,6450
NK,Calçados,2507784.04,4809
NK,Gastronomia,2071930.3,7280
NK,Casa e Decoração,1753356.2,3883
NK,Moda Feminina,1659861.63,1906
NK,Esportes,1563535.72,3230
NK,Telefonia,1243502.04,402
NK,Ótica,955512.95,627
NK,Presentes e Acessórios,847597.92,1820
NK,Infantil,697366.86,1927
NK,Eletrônicos,627994.57,573
NK,Livrarias,602508.21,3174
NK,Serviços,482562.96,1344
NK,Papelaria,275524.71,1601
NK,Eletrodomésticos,214232.3,1932
NK,Pets,193149.77,768
NK,Farmácias,174372.03,1257
NK,Gastronomia - Restaurante,75820.59,235
NR,Moda,1951883.99,3924
NR,Eletrodomésticos,1532949.27,1663
NR,Casa e Decoração,1454438.04,2510
NR,Calçados,1053438.75,2868
NR,Beleza e Bem-estar,1029426.73,3031
NR,Eletrônicos,662995.44,415
NR,Supermercado,636538.33,1501
NR,Gastronomia,634114.5,3345
NR,Esportes,574874.54,1268
NR,Telefonia,546857.78,360
NR,Infantil,355446.31,1056
NR,Joalheria,355113.84,330
NR,Presentes e Acessórios,261488.62,1384
NR,Serviços,222673.63,732
NR,Ótica,170834.1,227
NR,Pets,136651.23,778
NR,Livrarias,119530.31,773
NR,Outros,76006.0,35
NR,Papelaria,44006.49,361
NR,Fast Food,32150.02,352
GS,Moda,10479484.44,13009
GS,Joalheria,3961146.11,1388
GS,Calçados,2717489.32,5959
GS,Gastronomia,1616582.82,6572
GS,Beleza e Bem-estar,1608763.78,4248
GS,Esportes,1089142.95,2620
GS,Infantil,929331.1,2711
GS,Casa e Decoração,911315.83,2313
GS,Moda Feminina,859914.66,1252
GS,Presentes e Acessórios,855745.46,2609
GS,Serviços,772992.47,963
GS,Eletrônicos,547952.67,384
GS,Ótica,519416.45,580
GS,Farmácias,441778.94,1931
GS,Telefonia,370027.61,165
GS,Não informado,309330.16,400
GS,Livrarias,259820.9,1831
GS,Eletrodomésticos,217597.82,139
GS,Papelaria,211520.5,1312
GS,Ótica e Joalheria,107258.52,65
NS,Moda,2434434.08,3409
NS,Gastronomia,621068.52,2302
NS,Beleza e Bem-estar,484317.01,1265
NS,Casa e Decoração,414578.4,697
NS,Joalheria,392418.01,331
NS,Esportes,358459.46,809
NS,Calçados,328368.37,1000
NS,Eletrônicos,230435.51,50
NS,Infantil,193568.57,671
NS,Calçados Femininos,188703.49,204
NS,Farmácias,103513.37,599
NS,Hub da Saúde,92196.37,22
NS,Não informado,87753.22,608
NS,Ótica,80841.26,102
NS,Moda Feminina,72180.38,171
NS,Presentes e Acessórios,66916.61,122
NS,Livrarias,65287.31,452
NS,Pets,65124.97,340
NS,Outros,55286.44,216
NS,Eletrodomésticos,37434.62,333
