sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen X (1965-1980),5431,27.7814721980664,7890879.59
CS,Gen Z (1997-2012),2995,15.320476750728936,3292088.61
CS,Millennials (1981-1996),9850,50.38620901324876,13479769.049999999
CS,Boomers (1946-1964),1239,6.337920098214743,1711405.0999999999
CS,Silent (antes 1946),26,0.1329991303903013,20956.579999999998
CS,Nao Informado,8,0.04092280935086194,4153.76
BS,Gen Z (1997-2012),4460,15.712524220539018,6877374.99
BS,Millennials (1981-1996),13458,47.412365686101815,28406273.65
BS,Gen X (1965-1980),7871,27.72943456050731,18806642.2
BS,Boomers (1946-1964),2510,8.842698608419939,5427190.28
BS,Nao Informado,9,0.031706887440549586,5984.149999999999
BS,Silent (antes 1946),77,0.27127003699136865,141617.14
NK,Gen Z (1997-2012),2806,14.786320282447175,2867067.8899999997
NK,Millennials (1981-1996),8601,45.32328608315329,12948222.93
NK,Gen X (1965-1980),5812,30.626547926437265,10814807.69
NK,Boomers (1946-1964),1703,8.974021183537968,3480330.61
NK,Silent (antes 1946),47,0.24766822996258628,85529.22
NK,Nao Informado,8,0.042156294461716814,7338.330000000001
NR,Millennials (1981-1996),5679,49.90333919156415,5960498.48
NR,Gen Z (1997-2012),2029,17.829525483304042,1897470.0299999998
NR,Gen X (1965-1980),3110,27.3286467486819,3478162.6399999997
NR,Boomers (1946-1964),548,4.815465729349736,568319.2
NR,Silent (antes 1946),9,0.07908611599297012,13719.57
NR,Nao Informado,5,0.04393673110720562,7214.14
GS,Gen X (1965-1980),5742,28.682751386183124,9111617.33
GS,Millennials (1981-1996),9598,47.944452769868626,13753446.280000001
GS,Gen Z (1997-2012),3437,17.168689744742494,3908482.05
GS,Boomers (1946-1964),1214,6.064238972975673,2377292.0700000003
GS,Silent (antes 1946),23,0.11489085368899545,18784.850000000002
GS,Nao Informado,5,0.02497627254108597,4852.09
NS,Gen X (1965-1980),1480,22.888957624497372,1697493.15
NS,Millennials (1981-1996),3353,51.8558614290133,3372622.24
NS,Gen Z (1997-2012),1348,20.84751005258274,1057075.08
NS,Boomers (1946-1964),278,4.2994123105474795,305735.98
NS,Nao Informado,3,0.046396535725332505,2664.7700000000004
NS,Silent (antes 1946),4,0.06186204763377668,2654.0699999999997
