sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Masculino,7133,36.48779988746227,9526835.67
CS,Feminino,12392,63.389431684485146,16845391.61
CS,Outro,16,0.08184561870172388,23231.170000000002
CS,Nao Informado,8,0.04092280935086194,3794.24
BS,Feminino,18989,66.89800951206624,40699723.63999999
BS,Masculino,9369,33.006869825612114,18932411.7
BS,Nao Informado,8,0.028183899947155186,4743.7
BS,Outro,19,0.06693676237449357,28203.370000000003
NK,Masculino,6287,33.1295779101017,9480153.82
NK,Feminino,12669,66.75976181693629,20704034.909999996
NK,Nao Informado,11,0.05796490488486061,10057.51
NK,Outro,10,0.05269536807714602,9050.43
NR,Feminino,7062,62.056239015817226,7264867.34
NR,Masculino,4304,37.8207381370826,4648067.13
NR,Outro,10,0.08787346221441124,6892.95
NR,Nao Informado,4,0.0351493848857645,5556.64
GS,Outro,22,0.10989559918077826,18230.260000000006
GS,Masculino,7232,36.125680603426744,10941319.1
GS,Feminino,12759,63.734452270343176,18209708.33
GS,Nao Informado,6,0.02997152704930316,5216.98
NS,Feminino,4189,64.78502938447262,4199843.16
NS,Masculino,2265,35.02938447262605,2230177.1799999997
NS,Nao Informado,5,0.07732755954222086,3172.96
NS,Outro,7,0.10825858335910918,5051.99
