faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),864,7141239.41,8265.323391203703,8.633093525179856
Gen X (1965-1980),3384,25314989.15,7480.7887559101655,33.81294964028777
Gen Z (1997-2012),983,6542545.66,6655.692431332655,9.822142286171063
Millennials (1981-1996),4760,33430321.68,7023.176823529412,47.561950439648285
Silent (antes 1946),17,98806.48,5812.145882352941,0.16986410871302957
