faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),5580268.15,2827174.16,1199.8,21467.87
25-39 (Millennials),39059629.02,21102386.5,1018.0799999999999,51901.65
40-54 (Gen X),46400419.31,22489132.84,704.3,12853.070000000002
55-69 (Boomers),14463120.56,7745809.41,364.89,4437.58
70+ (Silent),2397446.47,1515857.54,1009.49,0.0
Nao Informado,22685.48,78604.15000000001,28245.47,0.0
