genero,qtd_clientes,valor_total,pct_clientes
Feminino,8984,11561881.3,63.10761449845462
Masculino,5210,6204427.53,36.59735880865412
Nao Informado,28,15165.2,0.19668446192750771
Outro,14,12194.210000000001,0.09834223096375386
