sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen X (1965-1980),1963,29.13327396853666,2243733.3
BS,Gen Z (1997-2012),896,13.297714455327991,832281.27
BS,Millennials (1981-1996),3310,49.12436924903532,3553104.06
BS,Boomers (1946-1964),560,8.311071534579995,690988.6399999999
BS,Silent (antes 1946),8,0.11872959335114278,7677.6
BS,Nao Informado,1,0.014841199168892847,2838.87
CS,Gen X (1965-1980),2481,29.267429515158668,3732330.21
CS,Millennials (1981-1996),4033,47.575793323109586,5530367.39
CS,Gen Z (1997-2012),1120,13.212221304706853,1240085.7400000002
CS,Boomers (1946-1964),810,9.555267193582635,1215047.44
CS,Silent (antes 1946),31,0.3656954111124218,46420.740000000005
CS,Nao Informado,2,0.02359325232983367,678.34
NK,Millennials (1981-1996),2329,44.48051948051948,2482978.08
NK,Gen Z (1997-2012),629,12.012987012987013,504051.2
NK,Gen X (1965-1980),1730,33.04048892284187,2250128.33
NK,Boomers (1946-1964),529,10.103132161955692,705253.24
NK,Silent (antes 1946),18,0.3437738731856379,33921.759999999995
NK,Nao Informado,1,0.019098548510313215,101.8
GS,Millennials (1981-1996),1483,49.49933244325768,1352934.0300000003
GS,Gen Z (1997-2012),440,14.686248331108146,396013.54999999993
GS,Boomers (1946-1964),193,6.44192256341789,273196.62
GS,Gen X (1965-1980),875,29.205607476635514,913905.4500000001
GS,Silent (antes 1946),5,0.16688918558077437,3710.18
NR,Gen X (1965-1980),1670,30.035971223021583,1958650.7200000002
NR,Millennials (1981-1996),2675,48.11151079136691,2698637.07
NR,Gen Z (1997-2012),815,14.658273381294965,684718.62
NR,Boomers (1946-1964),384,6.906474820143885,590526.17
NR,Silent (antes 1946),16,0.28776978417266186,12730.51
NS,Gen X (1965-1980),849,25.313059033989266,812850.1900000001
NS,Millennials (1981-1996),1762,52.534287418008354,1349673.02
NS,Gen Z (1997-2012),557,16.607036374478234,386771.1699999999
NS,Boomers (1946-1964),181,5.396541443053071,172729.12999999998
NS,Silent (antes 1946),5,0.1490757304710793,2133.9900000000002
