shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,20918,6738,7330623.74,1087.9524695755417,41.89903489235338,2262.1700000000023,674
Continente Shopping,CS,24802,8477,11764929.86,1387.8647941488734,42.486311069152705,2995.2420000000006,848
Neumarkt Shopping,NK,17363,5236,5976434.409999999,1141.4122249809013,43.5054441260745,2332.6099999999997,524
Garten Shopping,GS,8426,2996,2939759.83,981.2282476635514,41.24699599465955,2214.09,300
Norte Shopping,NR,16323,5560,5945263.09,1069.2919226618706,41.41813602015113,2083.2090000000003,556
Nações Shopping,NS,9287,3354,2724157.5,812.2115384615385,40.012526096033405,1677.7480000000003,336
