Metrica,High Spenders,Demais Clientes
Qtd Clientes,3160.0,28435.0
Valor Total (R$),15852833.17,20828335.259999998
Ticket Medio (R$),5016.719357594937,732.4893708457886
Freq Media Compras,5.113924050632911,2.847160189906805
Idade Media,43.95704648140125,41.87023240298009
% Feminino,60.79113924050633,64.77932125901178
% Masculino,39.14556962025316,35.11165816775101
