faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1153,643,0,3
25-39 (Millennials),7998,4486,1,19
40-54 (Gen X),8046,4355,2,6
55-69 (Boomers),2663,1455,0,0
70+ (Silent),474,280,0,2
Nao Informado,7,2,0,0
